GTEX_ID	File_Name	Google_URL	AWS_URL	Argon_GUID	Calcium_GUID	Helium_GUID	Xenon_GUID	DOS_URI	md5sum	File size	Assignment
GTEX-1117F-0003-SM-6WBT7	GTEX-1117F-0003-SM-6WBT7.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-1117F-0003-SM-6WBT7.crai		dg.4503/00ff5dd5-433d-4313-a57c-b5cd9b91e2a7			dos://dg.4503/00ff5dd5-433d-4313-a57c-b5cd9b91e2a7	07f6c93a873ab67bc8cd0bcff1da7cdb	1557772	Helium
GTEX-1117F-0003-SM-6WBT7	GTEX-1117F-0003-SM-6WBT7.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-1117F-0003-SM-6WBT7.cram		dg.4503/3625833a-404e-46c8-af16-3fb50a23f11c			dos://dg.4503/3625833a-404e-46c8-af16-3fb50a23f11c	e4593d61fd70c7a152ea5a6fb5d8b798	49755594764	Helium
GTEX-111CU-0003-SM-6WBUD	GTEX-111CU-0003-SM-6WBUD.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-111CU-0003-SM-6WBUD.crai		dg.4503/ca9b1ef3-7ea7-4826-962e-9e6a4e64225f			dos://dg.4503/ca9b1ef3-7ea7-4826-962e-9e6a4e64225f	8a2c559a5451cb358f922da1da36c383	1560584	Helium
GTEX-111CU-0003-SM-6WBUD	GTEX-111CU-0003-SM-6WBUD.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-111CU-0003-SM-6WBUD.cram		dg.4503/2c4d7a1e-2049-4a2a-8e64-a7dc0f21d65a			dos://dg.4503/2c4d7a1e-2049-4a2a-8e64-a7dc0f21d65a	e78c220ccd642a47e3e1631982eb6c9b	47037775969	Helium
GTEX-111FC-0001-SM-6WBTJ	GTEX-111FC-0001-SM-6WBTJ.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-111FC-0001-SM-6WBTJ.crai		dg.4503/9720cbd8-36fa-48f3-b0a0-7b368ce0a3ef			dos://dg.4503/9720cbd8-36fa-48f3-b0a0-7b368ce0a3ef	4760ec062f18f974e09a5eb906be5503	1553534	Helium
GTEX-111FC-0001-SM-6WBTJ	GTEX-111FC-0001-SM-6WBTJ.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-111FC-0001-SM-6WBTJ.cram		dg.4503/49b09e01-ab85-408e-9173-2adde406ac28			dos://dg.4503/49b09e01-ab85-408e-9173-2adde406ac28	e3da69f44f149826bd79ac53329f2139	51332177095	Helium
GTEX-111VG-0004-SM-6WBTS	GTEX-111VG-0004-SM-6WBTS.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-111VG-0004-SM-6WBTS.crai		dg.4503/b1d6d1a0-8d57-424c-bc72-8fb2d8cdb3bb			dos://dg.4503/b1d6d1a0-8d57-424c-bc72-8fb2d8cdb3bb	fc59e5272b1da81ee0edbc8b20920177	1675088	Helium
GTEX-111VG-0004-SM-6WBTS	GTEX-111VG-0004-SM-6WBTS.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-111VG-0004-SM-6WBTS.cram		dg.4503/a7571c7d-d868-4e92-8edd-73f994fa3c89			dos://dg.4503/a7571c7d-d868-4e92-8edd-73f994fa3c89	2b9d6e5358288284cd4b8edcd4b10442	52095952984	Helium
GTEX-111YS-0004-SM-6WBTN	GTEX-111YS-0004-SM-6WBTN.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-111YS-0004-SM-6WBTN.crai		dg.4503/6f17b899-ce60-4f7d-96dc-ee76470f97f5			dos://dg.4503/6f17b899-ce60-4f7d-96dc-ee76470f97f5	64025422a239216a0ba2fabfa4aebb04	1628686	Helium
GTEX-111YS-0004-SM-6WBTN	GTEX-111YS-0004-SM-6WBTN.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-111YS-0004-SM-6WBTN.cram		dg.4503/a190f9ec-817a-4f29-b0a6-aa853d1c509f			dos://dg.4503/a190f9ec-817a-4f29-b0a6-aa853d1c509f	8807f7f757aaaa159cf8ba1a8b914f8e	55790590808	Helium
GTEX-1122O-0004-SM-6WBTE	GTEX-1122O-0004-SM-6WBTE.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-1122O-0004-SM-6WBTE.crai		dg.4503/3d47f993-d561-4dbd-971d-5140b048edab			dos://dg.4503/3d47f993-d561-4dbd-971d-5140b048edab	6e9ff3a8527d797b38dbb048857b10aa	1578007	Helium
GTEX-1122O-0004-SM-6WBTE	GTEX-1122O-0004-SM-6WBTE.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-1122O-0004-SM-6WBTE.cram		dg.4503/52ef03d5-aaa4-4839-ab31-c1749650686f			dos://dg.4503/52ef03d5-aaa4-4839-ab31-c1749650686f	29d8ef72e89cca4dfa8025dfbd918365	49374726149	Helium
GTEX-1128S-0001-SM-6WBUH	GTEX-1128S-0001-SM-6WBUH.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-1128S-0001-SM-6WBUH.crai		dg.4503/7f400f7a-0dcb-4b00-8331-558233101ff1			dos://dg.4503/7f400f7a-0dcb-4b00-8331-558233101ff1	1e87ea1bdc7e1bf7e65ca6d494ff99fa	1519822	Helium
GTEX-1128S-0001-SM-6WBUH	GTEX-1128S-0001-SM-6WBUH.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-1128S-0001-SM-6WBUH.cram		dg.4503/3d0f2b98-090f-4e04-9ef1-9dbbb604284c			dos://dg.4503/3d0f2b98-090f-4e04-9ef1-9dbbb604284c	dcf620dd997cc48191560970adc13dbf	54609637828	Helium
GTEX-113JC-0001-SM-6WBTD	GTEX-113JC-0001-SM-6WBTD.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-113JC-0001-SM-6WBTD.crai		dg.4503/4cb3cf46-7d55-47f4-9c51-d5eee21ca43c			dos://dg.4503/4cb3cf46-7d55-47f4-9c51-d5eee21ca43c	48f7eab61868bb18b0c918e09a473647	1635223	Helium
GTEX-113JC-0001-SM-6WBTD	GTEX-113JC-0001-SM-6WBTD.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-113JC-0001-SM-6WBTD.cram		dg.4503/ad59a6fb-4dd4-4a65-8c18-cc0a5ef490ca			dos://dg.4503/ad59a6fb-4dd4-4a65-8c18-cc0a5ef490ca	580af008f975e5747a23c1b372de5a4a	47962206125	Helium
GTEX-117XS-0001-SM-6WBTA	GTEX-117XS-0001-SM-6WBTA.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-117XS-0001-SM-6WBTA.crai		dg.4503/66d309ff-0833-4a10-b794-c3126d0270e1			dos://dg.4503/66d309ff-0833-4a10-b794-c3126d0270e1	f87ba7716faea312f2c82a47b32fcbe2	1641855	Helium
GTEX-117XS-0001-SM-6WBTA	GTEX-117XS-0001-SM-6WBTA.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-117XS-0001-SM-6WBTA.cram		dg.4503/ceb92508-a9dd-4e82-bc42-077b33598d59			dos://dg.4503/ceb92508-a9dd-4e82-bc42-077b33598d59	d62295fafa9c8493af891bfb1d356f20	52293099046	Helium
GTEX-117YW-0003-SM-6WBSY	GTEX-117YW-0003-SM-6WBSY.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-117YW-0003-SM-6WBSY.crai		dg.4503/71ee4944-5b5b-40ac-a330-1a230f31ce3f			dos://dg.4503/71ee4944-5b5b-40ac-a330-1a230f31ce3f	bb1ddb7a12d54b6e04e590b75a4b4d2a	1673942	Helium
GTEX-117YW-0003-SM-6WBSY	GTEX-117YW-0003-SM-6WBSY.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-117YW-0003-SM-6WBSY.cram		dg.4503/587f1eec-d1e8-4dab-9243-26e4a871c7a8			dos://dg.4503/587f1eec-d1e8-4dab-9243-26e4a871c7a8	0bb0b52146b9c392696e1b3d301187f0	52949403114	Helium
GTEX-117YX-0001-SM-7DRQ6	GTEX-117YX-0001-SM-7DRQ6.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-117YX-0001-SM-7DRQ6.crai		dg.4503/4dad07c2-878f-435c-b1be-04937eaea973			dos://dg.4503/4dad07c2-878f-435c-b1be-04937eaea973	5babb1adb01c01a8c50390c2920cc17a	1383625	Helium
GTEX-117YX-0001-SM-7DRQ6	GTEX-117YX-0001-SM-7DRQ6.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-117YX-0001-SM-7DRQ6.cram		dg.4503/28bda9c4-dd5a-422c-9bd5-24630b685b7a			dos://dg.4503/28bda9c4-dd5a-422c-9bd5-24630b685b7a	06fbb4a60f0b57fcf32bca82625fddf6	32114315821	Helium
GTEX-1192W-0001-SM-6WBTI	GTEX-1192W-0001-SM-6WBTI.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-1192W-0001-SM-6WBTI.crai		dg.4503/011b28b8-fab2-4338-9c64-c0531202610e			dos://dg.4503/011b28b8-fab2-4338-9c64-c0531202610e	91f5d1fc0e799d6cdf898cfd20208a39	1677773	Helium
GTEX-1192W-0001-SM-6WBTI	GTEX-1192W-0001-SM-6WBTI.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-1192W-0001-SM-6WBTI.cram		dg.4503/ba9c2a5f-738e-4e12-bef7-e6cab34cf08a			dos://dg.4503/ba9c2a5f-738e-4e12-bef7-e6cab34cf08a	e03c199a40d9af724ce171f224b28672	48369528870	Helium
GTEX-1192X-0004-SM-6WBTF	GTEX-1192X-0004-SM-6WBTF.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-1192X-0004-SM-6WBTF.crai		dg.4503/aa508ad9-4c97-4c72-bcf0-dd2368c8060c			dos://dg.4503/aa508ad9-4c97-4c72-bcf0-dd2368c8060c	ac52cca7831780a539ff55f07af643a2	1589472	Helium
GTEX-1192X-0004-SM-6WBTF	GTEX-1192X-0004-SM-6WBTF.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-1192X-0004-SM-6WBTF.cram		dg.4503/32f9bae7-71a6-484e-a158-5c81f4d19948			dos://dg.4503/32f9bae7-71a6-484e-a158-5c81f4d19948	e5830a4191d6f8fd02094e0a4865aef1	49879620181	Helium
GTEX-11DXX-0004-SM-6WBT9	GTEX-11DXX-0004-SM-6WBT9.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11DXX-0004-SM-6WBT9.crai		dg.4503/491d50b7-302d-43df-a336-ae55d946a9b2			dos://dg.4503/491d50b7-302d-43df-a336-ae55d946a9b2	7d0b9d7ade282be8ad62feaff027ab8a	1623356	Helium
GTEX-11DXX-0004-SM-6WBT9	GTEX-11DXX-0004-SM-6WBT9.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11DXX-0004-SM-6WBT9.cram		dg.4503/b35d4920-cc87-4f51-a2df-4d87b6f37f8e			dos://dg.4503/b35d4920-cc87-4f51-a2df-4d87b6f37f8e	e8729e903729af7102b98d39ad0669d6	50763270315	Helium
GTEX-11DXY-0004-SM-6WBTO	GTEX-11DXY-0004-SM-6WBTO.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11DXY-0004-SM-6WBTO.crai		dg.4503/8e64ac6b-22e6-47ca-b91d-fcfb5c61282c			dos://dg.4503/8e64ac6b-22e6-47ca-b91d-fcfb5c61282c	41b6edd80a83cba0b33c1ad703e1e945	2113651	Helium
GTEX-11DXY-0004-SM-6WBTO	GTEX-11DXY-0004-SM-6WBTO.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11DXY-0004-SM-6WBTO.cram		dg.4503/7bfd0c22-5503-4610-8213-3547dd44bf79			dos://dg.4503/7bfd0c22-5503-4610-8213-3547dd44bf79	a558375f560ff2f162fb4d31e9cf261d	62399565628	Helium
GTEX-11DXZ-0003-SM-6WBTM	GTEX-11DXZ-0003-SM-6WBTM.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11DXZ-0003-SM-6WBTM.crai		dg.4503/3abcea2a-b5fd-48fc-b954-3c53624a3bf3			dos://dg.4503/3abcea2a-b5fd-48fc-b954-3c53624a3bf3	da0205b5b99152168ac87d317e66d4d0	1831431	Helium
GTEX-11DXZ-0003-SM-6WBTM	GTEX-11DXZ-0003-SM-6WBTM.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11DXZ-0003-SM-6WBTM.cram		dg.4503/e853a881-ad75-43a7-9802-585e8c2b6b06			dos://dg.4503/e853a881-ad75-43a7-9802-585e8c2b6b06	d19610650426ec502d6adb575a248ebc	58592508736	Helium
GTEX-11DYG-0004-SM-6WBTB	GTEX-11DYG-0004-SM-6WBTB.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11DYG-0004-SM-6WBTB.crai		dg.4503/ddc951a2-dedf-47dc-ac16-0aa5821ca905			dos://dg.4503/ddc951a2-dedf-47dc-ac16-0aa5821ca905	7feb9da9cd4134d6769948ff4856c069	1895405	Helium
GTEX-11DYG-0004-SM-6WBTB	GTEX-11DYG-0004-SM-6WBTB.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11DYG-0004-SM-6WBTB.cram		dg.4503/c61727a2-dd9e-4dfd-ad27-01283cc78bbc			dos://dg.4503/c61727a2-dd9e-4dfd-ad27-01283cc78bbc	442617bb58bef744e62896cd5d2b73ca	58936101944	Helium
GTEX-11DZ1-0002-SM-6WBTG	GTEX-11DZ1-0002-SM-6WBTG.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11DZ1-0002-SM-6WBTG.crai		dg.4503/a84f0e3d-df90-4c07-a589-2904281157f1			dos://dg.4503/a84f0e3d-df90-4c07-a589-2904281157f1	6ebcd81200324ef369236fb9c02fe506	1927516	Helium
GTEX-11DZ1-0002-SM-6WBTG	GTEX-11DZ1-0002-SM-6WBTG.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11DZ1-0002-SM-6WBTG.cram		dg.4503/45f21c03-f702-49b0-977a-5f1e78352ead			dos://dg.4503/45f21c03-f702-49b0-977a-5f1e78352ead	d6dde6970650a44d87b896c57a475bd5	55897627446	Helium
GTEX-11EI6-0004-SM-6WBTC	GTEX-11EI6-0004-SM-6WBTC.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11EI6-0004-SM-6WBTC.crai		dg.4503/b9c2858c-0140-491a-8c0d-157a65c265e5			dos://dg.4503/b9c2858c-0140-491a-8c0d-157a65c265e5	a7fee577b6d71b7c66b157f81170fea9	1599832	Helium
GTEX-11EI6-0004-SM-6WBTC	GTEX-11EI6-0004-SM-6WBTC.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11EI6-0004-SM-6WBTC.cram		dg.4503/ac130c4c-6b4e-49de-8e28-ea754e6373b5			dos://dg.4503/ac130c4c-6b4e-49de-8e28-ea754e6373b5	0a0fd4ce26abb55912f2edcf8f942ba8	45451307049	Helium
GTEX-11EM3-0004-SM-6WBUK	GTEX-11EM3-0004-SM-6WBUK.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11EM3-0004-SM-6WBUK.crai		dg.4503/d48c553b-c66d-4522-a56d-bf05415cd999			dos://dg.4503/d48c553b-c66d-4522-a56d-bf05415cd999	f65de15b28777e4930bc6213e92c76fc	1525249	Helium
GTEX-11EM3-0004-SM-6WBUK	GTEX-11EM3-0004-SM-6WBUK.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11EM3-0004-SM-6WBUK.cram		dg.4503/73a7d028-cc6d-425c-9345-4e24a14c6b5e			dos://dg.4503/73a7d028-cc6d-425c-9345-4e24a14c6b5e	b42719d664bf4c5f14ae650cee40a92e	51435260260	Helium
GTEX-11EMC-0004-SM-6WBUA	GTEX-11EMC-0004-SM-6WBUA.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11EMC-0004-SM-6WBUA.crai		dg.4503/1d0c58d6-5536-4bb7-b040-67270b783aa9			dos://dg.4503/1d0c58d6-5536-4bb7-b040-67270b783aa9	8791ee0daab88ae6936f66075af85a16	1639849	Helium
GTEX-11EMC-0004-SM-6WBUA	GTEX-11EMC-0004-SM-6WBUA.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11EMC-0004-SM-6WBUA.cram		dg.4503/8f3d78d2-a22a-4bff-9b24-a86c727c0506			dos://dg.4503/8f3d78d2-a22a-4bff-9b24-a86c727c0506	d6f5fce377c93ace058b12705b82b9d4	54393697454	Helium
GTEX-11EQ8-0001-SM-6WBTP	GTEX-11EQ8-0001-SM-6WBTP.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11EQ8-0001-SM-6WBTP.crai		dg.4503/71748791-8222-476f-95a7-7d351b2bde86			dos://dg.4503/71748791-8222-476f-95a7-7d351b2bde86	9ed83c5c8ea70deacfae3d8ef120c98f	1532409	Helium
GTEX-11EQ8-0001-SM-6WBTP	GTEX-11EQ8-0001-SM-6WBTP.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11EQ8-0001-SM-6WBTP.cram		dg.4503/2ab6cc4c-0cad-4c9f-95b0-5474f559343d			dos://dg.4503/2ab6cc4c-0cad-4c9f-95b0-5474f559343d	92c85eecef4be936a6f2f3b251d862d3	47049998409	Helium
GTEX-11EQ9-0003-SM-6WBTK	GTEX-11EQ9-0003-SM-6WBTK.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11EQ9-0003-SM-6WBTK.crai		dg.4503/dd9c75b5-1034-41c0-8e57-281ce7707c02			dos://dg.4503/dd9c75b5-1034-41c0-8e57-281ce7707c02	62acb40f938f1d3ca06f4cacb83b2554	1555769	Helium
GTEX-11EQ9-0003-SM-6WBTK	GTEX-11EQ9-0003-SM-6WBTK.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11EQ9-0003-SM-6WBTK.cram		dg.4503/5a557f00-63ef-46e0-91f3-cf0f3bc386d7			dos://dg.4503/5a557f00-63ef-46e0-91f3-cf0f3bc386d7	8185c5be3cf46fe300d102758b41e437	48922723814	Helium
GTEX-11GS4-0004-SM-6WBTL	GTEX-11GS4-0004-SM-6WBTL.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11GS4-0004-SM-6WBTL.crai		dg.4503/77953c7b-411b-4a24-995b-afd13d2101a2			dos://dg.4503/77953c7b-411b-4a24-995b-afd13d2101a2	4c44bc37e528e844710002badcc45eee	1829280	Helium
GTEX-11GS4-0004-SM-6WBTL	GTEX-11GS4-0004-SM-6WBTL.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11GS4-0004-SM-6WBTL.cram		dg.4503/7cd34e9e-e46d-46d1-a834-ccbfc99c62d7			dos://dg.4503/7cd34e9e-e46d-46d1-a834-ccbfc99c62d7	3e69b501381997f2eb235e4b925b8de6	59484315380	Helium
GTEX-11GSO-0003-SM-6WBTR	GTEX-11GSO-0003-SM-6WBTR.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11GSO-0003-SM-6WBTR.crai		dg.4503/2754484c-dd59-4b01-80e4-11646e5c366f			dos://dg.4503/2754484c-dd59-4b01-80e4-11646e5c366f	3b9c74e57a14399a5a0162f052dee6e3	1621329	Helium
GTEX-11GSO-0003-SM-6WBTR	GTEX-11GSO-0003-SM-6WBTR.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11GSO-0003-SM-6WBTR.cram		dg.4503/2dab0ed4-9023-4169-ad34-0e9f6ebe3782			dos://dg.4503/2dab0ed4-9023-4169-ad34-0e9f6ebe3782	a8cc8aed8e2eca28aeab7f1e7fc278d9	50009210793	Helium
GTEX-11GSP-0004-SM-6WBTQ	GTEX-11GSP-0004-SM-6WBTQ.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11GSP-0004-SM-6WBTQ.crai		dg.4503/42952a59-b4f4-40c3-bf59-528eada82ae0			dos://dg.4503/42952a59-b4f4-40c3-bf59-528eada82ae0	2485e4970d9f601fe4b068a94142229d	1572932	Helium
GTEX-11GSP-0004-SM-6WBTQ	GTEX-11GSP-0004-SM-6WBTQ.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11GSP-0004-SM-6WBTQ.cram		dg.4503/09c2d1be-cd95-421c-ac35-5a94041d47d4			dos://dg.4503/09c2d1be-cd95-421c-ac35-5a94041d47d4	14a2f1a09552105599d4ad70273f4c3e	48445650282	Helium
GTEX-11I78-0002-SM-6WBU2	GTEX-11I78-0002-SM-6WBU2.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11I78-0002-SM-6WBU2.crai		dg.4503/1bc354cb-706d-4639-af88-883d2ef0259a			dos://dg.4503/1bc354cb-706d-4639-af88-883d2ef0259a	7fdd7bc2b9daa49b2d7295bf29efdda0	1606205	Helium
GTEX-11I78-0002-SM-6WBU2	GTEX-11I78-0002-SM-6WBU2.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11I78-0002-SM-6WBU2.cram		dg.4503/0aaebd51-fb82-4cc3-b9fc-b4ce458ff49e			dos://dg.4503/0aaebd51-fb82-4cc3-b9fc-b4ce458ff49e	594c86fdb62dbb7ef1962c740b2d700d	49426054182	Helium
GTEX-11LCK-0002-SM-6WBSW	GTEX-11LCK-0002-SM-6WBSW.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11LCK-0002-SM-6WBSW.crai		dg.4503/9b74f98a-37e3-4cdd-be41-62f50cb82099			dos://dg.4503/9b74f98a-37e3-4cdd-be41-62f50cb82099	99a42e5fe0046d10cf65c2c344ad8997	1601113	Helium
GTEX-11LCK-0002-SM-6WBSW	GTEX-11LCK-0002-SM-6WBSW.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11LCK-0002-SM-6WBSW.cram		dg.4503/19a7c965-4f20-40a1-9cde-b65bd365a4dc			dos://dg.4503/19a7c965-4f20-40a1-9cde-b65bd365a4dc	e7d2e5151d06c82696cbdc47d34158ac	53319618124	Helium
GTEX-11NUK-0004-SM-6WBTU	GTEX-11NUK-0004-SM-6WBTU.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11NUK-0004-SM-6WBTU.crai		dg.4503/76c6d76c-1356-490a-9c9b-a1cb8d389403			dos://dg.4503/76c6d76c-1356-490a-9c9b-a1cb8d389403	8f095351fd7a40f0e37f6428b299cdf5	1622298	Helium
GTEX-11NUK-0004-SM-6WBTU	GTEX-11NUK-0004-SM-6WBTU.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11NUK-0004-SM-6WBTU.cram		dg.4503/885c0b0b-d68b-4c4d-9c8f-bc1ea235795a			dos://dg.4503/885c0b0b-d68b-4c4d-9c8f-bc1ea235795a	07edd43ce7b0cf86ed8459178875de7b	53912995602	Helium
GTEX-11NV4-0001-SM-6WBTT	GTEX-11NV4-0001-SM-6WBTT.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11NV4-0001-SM-6WBTT.crai		dg.4503/916895a3-0ead-4c7d-83e2-a530c9cbd1f8			dos://dg.4503/916895a3-0ead-4c7d-83e2-a530c9cbd1f8	04ff9734b022d1ddf0e6f93272f56826	1467946	Helium
GTEX-11NV4-0001-SM-6WBTT	GTEX-11NV4-0001-SM-6WBTT.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11NV4-0001-SM-6WBTT.cram		dg.4503/3854f7ed-c233-4aa0-9b19-0956a967fd8e			dos://dg.4503/3854f7ed-c233-4aa0-9b19-0956a967fd8e	912a9786ed7cfbcc7c12722bbc29d1a5	49825856119	Helium
GTEX-11P7K-0002-SM-6WBUI	GTEX-11P7K-0002-SM-6WBUI.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11P7K-0002-SM-6WBUI.crai		dg.4503/39045422-6394-43b9-b496-8f2cfbdd3092			dos://dg.4503/39045422-6394-43b9-b496-8f2cfbdd3092	2657e755d6ed5b46b73f02d74837361f	1473432	Helium
GTEX-11P7K-0002-SM-6WBUI	GTEX-11P7K-0002-SM-6WBUI.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11P7K-0002-SM-6WBUI.cram		dg.4503/0a940df8-c478-4c7c-8965-2fabe6a72efb			dos://dg.4503/0a940df8-c478-4c7c-8965-2fabe6a72efb	82c64b077991d3352236fef2928c1c79	47255109076	Helium
GTEX-11P81-0002-SM-6WBTV	GTEX-11P81-0002-SM-6WBTV.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11P81-0002-SM-6WBTV.crai		dg.4503/ef278d0a-1283-46a5-ac60-0f34b66c3b95			dos://dg.4503/ef278d0a-1283-46a5-ac60-0f34b66c3b95	55c716f1fe5807509181ce82ad9781c5	2267231	Helium
GTEX-11P81-0002-SM-6WBTV	GTEX-11P81-0002-SM-6WBTV.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11P81-0002-SM-6WBTV.cram		dg.4503/f968ecf4-99d2-4a91-9ebe-9e029af6a5dd			dos://dg.4503/f968ecf4-99d2-4a91-9ebe-9e029af6a5dd	03fc22023eb8a021a46fc0b2dc7a8265	75147975438	Helium
GTEX-11P82-0003-SM-6WBSX	GTEX-11P82-0003-SM-6WBSX.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11P82-0003-SM-6WBSX.crai		dg.4503/55ceb83b-f428-416a-a3db-fc42608febd3			dos://dg.4503/55ceb83b-f428-416a-a3db-fc42608febd3	d7ab1af22668114f0df471d732019fc5	1599869	Helium
GTEX-11P82-0003-SM-6WBSX	GTEX-11P82-0003-SM-6WBSX.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11P82-0003-SM-6WBSX.cram		dg.4503/f3296093-66a0-497f-81cf-96263f8ac94e			dos://dg.4503/f3296093-66a0-497f-81cf-96263f8ac94e	9a3a57ffc3f7cf9a8d224576a7b5e3e1	53160158678	Helium
GTEX-11PRG-0004-SM-6WBUN	GTEX-11PRG-0004-SM-6WBUN.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11PRG-0004-SM-6WBUN.crai		dg.4503/5269fb8d-4256-4397-8609-fc2a41ff9acc			dos://dg.4503/5269fb8d-4256-4397-8609-fc2a41ff9acc	803281b0c72eae9fc351a706b138de4c	1567435	Helium
GTEX-11PRG-0004-SM-6WBUN	GTEX-11PRG-0004-SM-6WBUN.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11PRG-0004-SM-6WBUN.cram		dg.4503/544fdcb6-d890-4892-b447-e5cd7e34fa24			dos://dg.4503/544fdcb6-d890-4892-b447-e5cd7e34fa24	7aa4a8ecbb8fc81ae0ea0306791985f5	53214566568	Helium
GTEX-11TT1-0001-SM-6WBTZ	GTEX-11TT1-0001-SM-6WBTZ.crai		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11TT1-0001-SM-6WBTZ.crai		dg.4503/3311660f-756b-4f6d-b848-8718745ca77e			dos://dg.4503/3311660f-756b-4f6d-b848-8718745ca77e	30a4f6f0144fd3860ffb0b540b5769d7	1605841	Helium
GTEX-11TT1-0001-SM-6WBTZ	GTEX-11TT1-0001-SM-6WBTZ.cram		s3://nih-nhgri-datacommons/gtex_v7/wgs/GTEX-11TT1-0001-SM-6WBTZ.cram		dg.4503/e3659913-2183-4781-9193-7730c5158533			dos://dg.4503/e3659913-2183-4781-9193-7730c5158533	11e1d96e4f7c34ff688ffc90e1b58678	51672088931	Helium
